707	ENST00000424770	chr22	+	16062156	16063236	16063236	16063236	2	16062156,16062810,	16062316,16063236,	0	ENSG00000233866	none	none	-1,-1,
707	ENST00000448070	chr22	-	16076051	16076172	16076172	16076172	1	16076051,	16076172,	0	ENSG00000229286	none	none	-1,
707	ENST00000413156	chr22	-	16084248	16084826	16084826	16084826	1	16084248,	16084826,	0	ENSG00000235265	none	none	-1,
88	ENST00000420638	chr22	-	16100516	16124973	16124973	16124973	4	16100516,16101275,16118791,16124741,	16100648,16101474,16118913,16124973,	0	ENSG00000223875	none	none	-1,-1,-1,-1,
708	ENST00000398242	chr22	+	16122719	16123768	16123768	16123768	1	16122719,	16123768,	0	ENSG00000215270	none	none	-1,
708	ENST00000447898	chr22	-	16147978	16192971	16192971	16192971	4	16147978,16162396,16186810,16192905,	16151821,16162487,16186946,16192971,	0	ENSG00000206195	none	none	-1,-1,-1,-1,
708	ENST00000437781	chr22	-	16150254	16193000	16193000	16193000	8	16150254,16162396,16186810,16187164,16189031,16189263,16190680,16192905,	16151821,16162487,16186946,16187302,16189143,16189411,16190791,16193000,	0	ENSG00000206195	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
708	ENST00000413768	chr22	-	16150528	16193004	16193004	16193004	8	16150528,16162396,16186810,16187164,16189031,16189263,16190680,16192905,	16151821,16162487,16186953,16187302,16189143,16189378,16190791,16193004,	0	ENSG00000206195	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
708	ENST00000456786	chr22	-	16150884	16151341	16151341	16151341	1	16150884,	16151341,	0	ENSG00000206195	none	none	-1,
708	ENST00000383146	chr22	-	16157305	16157938	16157305	16157938	1	16157305,	16157938,	0	ENSG00000206252	cmpl	cmpl	0,
708	ENST00000383038	chr22	-	16158797	16192995	16192995	16192995	8	16158797,16162396,16186810,16187164,16189031,16189263,16190680,16192905,	16159389,16162487,16186946,16187278,16189143,16189411,16190791,16192995,	0	ENSG00000206195	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
708	ENST00000477443	chr22	-	16161844	16192966	16161951	16162293	2	16161844,16192905,	16162487,16192966,	0	ENSG00000244306	cmpl	cmpl	0,-1,
