870	NM_001130517	chr22	+	37415701	37425863	37420256	37425555	4	37415701,37419792,37420232,37425256,	37415815,37419968,37420851,37425863,	0	MPST	cmpl	cmpl	-1,-1,0,1,
883	NM_005740	chr22	-	39174512	39190161	39175453	39178736	4	39174512,39176930,39178667,39190072,	39175618,39177014,39178875,39190161,	0	DNAL4	cmpl	cmpl	0,0,0,-1,
815	NM_013387	chr22	+	30163357	30166402	30163387	30165708	2	30163357,30165666,	30163537,30166402,	0	UQCR10	cmpl	cmpl	0,0,
863	NM_145642	chr22	-	36536370	36562225	36537247	36537856	4	36536370,36541520,36556716,36560639,	36538106,36541647,36556837,36562225,	0	APOL3	cmpl	cmpl	0,-1,-1,-1,
863	NM_145641	chr22	-	36536370	36562225	36537247	36537856	5	36536370,36541520,36556716,36557531,36560639,	36538106,36541647,36556837,36557594,36562225,	0	APOL3	cmpl	cmpl	0,-1,-1,-1,-1,
863	NM_145640	chr22	-	36536370	36556977	36537247	36556939	3	36536370,36541520,36556716,	36538106,36541647,36556977,	0	APOL3	cmpl	cmpl	2,1,0,
908	NM_000262	chr22	-	42454337	42466846	42456282	42466301	9	42454337,42456927,42458830,42461741,42462713,42463116,42463768,42464442,42466285,	42456417,42457071,42459028,42461903,42462808,42463294,42463940,42464578,42466846,	0	NAGA	cmpl	cmpl	0,0,0,0,1,0,2,1,0,
859	NM_005368	chr22	-	36002810	36013384	36003343	36013304	3	36002810,36006930,36013209,	36003490,36007153,36013384,	0	MB	cmpl	cmpl	0,2,0,
95	NM_014433	chr22	-	23401592	23484241	23401639	23482607	7	23401592,23403986,23406079,23476212,23481026,23482408,23484135,	23401896,23404123,23406311,23476331,23481129,23482659,23484241,	0	RTDR1	cmpl	cmpl	1,2,1,2,1,0,-1,
94	NM_014634	chr22	-	22273791	22307250	22277464	22300420	8	22273791,22279941,22285519,22287762,22288395,22293903,22300214,22307163,	22277844,22280035,22285663,22287951,22288598,22294052,22300480,22307250,	0	PPM1F	cmpl	cmpl	1,0,0,0,1,2,0,-1,
975	NM_001130923	chr22	-	51205919	51222087	51207203	51220722	10	51205919,51207468,51207852,51208332,51214199,51215097,51216379,51220615,51221318,51221928,	51207302,51207552,51207977,51208444,51214279,51215177,51216409,51220779,51221473,51222087,	0	RABL2B	cmpl	cmpl	0,0,1,0,1,2,2,0,-1,-1,
833	NM_001159546	chr22	-	32586421	32598537	32586758	32589174	4	32586421,32588888,32590331,32598319,	32587339,32589179,32590385,32598537,	0	RFPL2	cmpl	cmpl	1,0,-1,-1,
835	NM_014306	chr22	-	32783561	32808274	32783978	32808143	12	32783561,32788226,32789878,32791012,32792060,32793927,32795589,32797733,32802648,32804161,32804741,32808050,	32784086,32788346,32789989,32791201,32792236,32794087,32795746,32797890,32802748,32804229,32804820,32808274,	0	C22orf28	cmpl	cmpl	0,0,0,0,1,0,2,1,0,1,0,0,
811	NM_013986	chr22	+	29663997	29696515	29664325	29696151	18	29663997,29668204,29668368,29669729,29670253,29674018,29678378,29682911,29684594,29687553,29688125,29688476,29692228,29693816,29694722,29695223,29695588,29696111,	29664338,29668241,29668420,29669853,29670271,29674205,29678546,29683123,29684775,29687588,29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,	0	EWSR1	cmpl	cmpl	0,1,2,0,1,1,2,2,1,2,1,1,0,1,1,2,1,2,
733	NM_003504	chr22	+	19467415	19508135	19467491	19506431	19	19467415,19467680,19468475,19470212,19471384,19481849,19483503,19484908,19486623,19492884,19494908,19495288,19496052,19502271,19502487,19504049,19504339,19506366,19508003,	19467542,19467740,19468568,19470350,19471528,19481905,19483552,19484970,19486674,19493004,19495040,19495387,19496214,19502410,19502571,19504168,19504416,19506432,19508135,	0	CDC45	cmpl	cmpl	0,0,0,0,0,0,2,0,2,2,2,2,2,2,0,0,2,1,-1,
709	NM_001136213	chr22	-	16256331	16287937	16258185	16287885	11	16256331,16258184,16266928,16268136,16269872,16275206,16277747,16279194,16282144,16282477,16287253,	16256677,16258303,16267095,16268181,16269943,16275277,16277885,16279301,16282318,16282592,16287937,	0	POTEH	cmpl	cmpl	-1,2,0,0,1,2,2,0,0,2,0,
825	NM_015715	chr22	-	31530792	31536469	31531708	31536340	7	31530792,31532668,31532893,31533695,31534261,31534652,31535826,	31531922,31532785,31533026,31533979,31534396,31534785,31536469,	0	PLA2G3	cmpl	cmpl	2,2,1,2,2,1,0,
770	NM_000854	chr22	-	24299600	24303393	24299909	24303318	5	24299600,24300471,24300737,24302480,24303206,	24300119,24300645,24300888,24302568,24303393,	0	GSTT2	cmpl	cmpl	0,0,2,1,0,
12	NM_153051	chr22	+	30279157	30426857	30367048	30421790	19	30279157,30353024,30366964,30374430,30374924,30384468,30387492,30394749,30398868,30403102,30403889,30405006,30408356,30409344,30412516,30413915,30415468,30418597,30421618,	30279348,30353077,30367051,30374520,30375041,30384551,30387659,30394846,30398982,30403308,30404021,30405118,30408552,30409530,30412687,30414061,30416873,30418686,30426857,	0	MTMR3	cmpl	cmpl	-1,-1,0,0,0,0,2,1,2,2,1,1,2,0,0,0,2,0,2,
975	NM_001130921	chr22	-	51205919	51222087	51207203	51220722	10	51205919,51207468,51207882,51208332,51214199,51215097,51216379,51220615,51221466,51221928,	51207302,51207552,51207980,51208444,51214279,51215177,51216409,51220779,51221714,51222087,	0	RABL2B	cmpl	cmpl	0,0,1,0,1,2,2,0,-1,-1,
975	NM_001130920	chr22	-	51205919	51222087	51207203	51220722	10	51205919,51207468,51207882,51208332,51214199,51215097,51216379,51220615,51221318,51221928,	51207302,51207552,51207980,51208444,51214279,51215177,51216409,51220779,51221473,51222087,	0	RABL2B	cmpl	cmpl	0,0,1,0,1,2,2,0,-1,-1,
975	NM_001130919	chr22	-	51205919	51222087	51207203	51220722	9	51205919,51207468,51207882,51208332,51214199,51215097,51216379,51220615,51221928,	51207302,51207552,51207980,51208444,51214279,51215177,51216409,51220775,51222087,	0	RABL2B	cmpl	cmpl	0,0,1,0,1,2,2,0,-1,
917	NM_007311	chr22	+	43547534	43559248	43557156	43559077	3	43547534,43557057,43558808,	43547610,43557196,43559248,	0	TSPO	cmpl	cmpl	-1,0,1,
737	NM_007310	chr22	+	19950069	19957498	19950199	19956259	4	19950069,19951088,19951690,19956058,	19950338,19951282,19951822,19957498,	0	COMT	cmpl	cmpl	0,1,0,0,
877	NM_006941	chr22	-	38368318	38380539	38369501	38379791	4	38368318,38373873,38379363,38380345,	38370205,38374142,38379875,38380539,	0	SOX10	cmpl	cmpl	1,2,0,-1,
876	NR_036556	chr22	-	38226861	38240353	38240353	38240353	8	38226861,38228643,38228964,38229165,38229690,38234506,38236193,38239917,	38228024,38228751,38229089,38229213,38229762,38234600,38236241,38240353,	0	ANKRD54	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
887	NM_002608	chr22	-	39619684	39640957	39621727	39639968	7	39619684,39621699,39626088,39627626,39629439,39631782,39639905,	39621318,39621852,39626233,39627832,39629529,39631879,39640957,	0	PDGFB	cmpl	cmpl	-1,1,0,1,1,0,0,
781	NM_001135772	chr22	-	25747384	25777544	25747765	25756059	6	25747384,25750562,25753221,25755793,25771779,25777347,	25747869,25750779,25753393,25756190,25771975,25777544,	0	LRP5L	cmpl	cmpl	1,0,2,0,-1,-1,
833	NM_001159545	chr22	-	32586421	32600718	32586758	32589174	4	32586421,32588888,32598319,32600693,	32587339,32589179,32598537,32600718,	0	RFPL2	cmpl	cmpl	1,0,-1,-1,
769	NM_002415	chr22	+	24236564	24237409	24236661	24237293	3	24236564,24236958,24237226,	24236769,24237131,24237409,	0	MIF	cmpl	cmpl	0,0,2,
904	NM_032758	chr22	-	41855720	41864708	41856401	41864657	4	41855720,41863451,41864127,41864605,	41856491,41863618,41864151,41864708,	0	PHF5A	cmpl	cmpl	0,1,1,0,
121	NM_001080420	chr22	+	51113069	51171641	51113069	51169740	23	51113069,51113475,51115049,51117012,51117196,51117446,51117739,51121767,51123012,51133202,51135670,51135950,51137117,51142287,51142593,51143165,51143391,51144499,51150042,51153344,51154096,51158611,51169148,	51113132,51113679,51115121,51117121,51117348,51117614,51117856,51121845,51123079,51133476,51135719,51136143,51137231,51142363,51142676,51143290,51143524,51144580,51150066,51153475,51154181,51160865,51171641,	0	SHANK3	cmpl	cmpl	0,0,0,0,1,0,0,0,0,1,2,0,1,1,2,1,0,1,1,1,0,1,2,
90	NM_001136004	chr22	-	18342920	18507325	18347419	18389578	23	18342920,18348689,18354602,18355512,18358212,18362111,18363970,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18347752,18348778,18354789,18355620,18358320,18362168,18364069,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	0	MICAL3	cmpl	cmpl	0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,0,1,1,1,1,0,0,-1,
913	NM_001165877	chr22	-	43035808	43036607	43035977	43036280	1	43035808,	43036607,	0	ATP5L2	cmpl	cmpl	0,
752	NR_028437	chr22	+	21921956	21978323	21978323	21978323	3	21921956,21965145,21975803,	21922060,21965332,21978323,	0	UBE2L3	unk	unk	-1,-1,-1,
973	NM_152299	chr22	+	50946644	50963209	50946766	50961804	20	50946644,50954875,50955855,50956005,50956169,50956401,50956561,50957077,50957618,50959393,50959971,50960169,50960414,50960609,50960771,50960929,50961099,50961249,50961445,50961663,	50946874,50954977,50955911,50956090,50956238,50956481,50956707,50957161,50957749,50959465,50960038,50960277,50960468,50960680,50960844,50960998,50961149,50961351,50961595,50963209,	0	NCAPH2	cmpl	cmpl	0,0,0,2,0,0,2,1,1,0,0,1,1,1,0,1,1,0,0,0,
923	NM_015380	chr22	+	44351260	44392412	44351457	44392263	15	44351260,44359165,44360331,44364610,44368115,44368750,44369115,44371934,44372629,44373751,44377270,44379812,44384990,44386144,44392217,	44351478,44359276,44360433,44364698,44368222,44368881,44369203,44372063,44372701,44373838,44377341,44379880,44385137,44386286,44392412,	0	SAMM50	cmpl	cmpl	0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,
834	NR_001450	chr22	-	32755894	32766972	32766972	32766972	4	32755894,32763676,32764483,32766885,	32756826,32763701,32764554,32766972,	0	RFPL3-AS1	unk	unk	-1,-1,-1,-1,
111	NM_152512	chr22	-	40139048	40289794	40139683	40283752	7	40139048,40161227,40216997,40231844,40257769,40283403,40289698,	40140288,40161614,40217118,40231963,40258012,40283907,40289794,	0	ENTHD1	cmpl	cmpl	1,1,0,1,1,0,-1,
821	NM_152511	chr22	-	31058038	31063872	31059423	31059990	2	31058038,31063448,	31060067,31063872,	0	DUSP18	cmpl	cmpl	0,-1,
102	NM_152510	chr22	+	30476452	30573062	30489941	30572156	11	30476452,30489904,30494840,30499425,30500389,30507784,30508484,30514968,30517620,30517952,30572051,	30476480,30489992,30494982,30499489,30500426,30507805,30508511,30515036,30517778,30518203,30573062,	0	HORMAD2	cmpl	cmpl	-1,0,0,1,2,0,0,0,2,1,0,
98	NM_001184777	chr22	+	26565439	26779563	26565635	26776261	15	26565439,26688371,26690257,26692853,26694949,26701944,26706635,26707733,26709729,26736401,26743684,26747017,26771540,26773638,26776231,	26565729,26689112,26690391,26693046,26695135,26702110,26706802,26707928,26709868,26736598,26743879,26747209,26771655,26773741,26779563,	0	SEZ6L	cmpl	cmpl	0,1,1,0,1,1,2,1,1,2,1,1,1,2,0,
98	NM_001184776	chr22	+	26565439	26779563	26565635	26776261	15	26565439,26688371,26690257,26692853,26694949,26701944,26706635,26707733,26709729,26736401,26743684,26761337,26771540,26773638,26776231,	26565729,26689112,26690391,26693046,26695135,26702110,26706802,26707928,26709868,26736598,26743879,26761532,26771655,26773741,26779563,	0	SEZ6L	cmpl	cmpl	0,1,1,0,1,1,2,1,1,2,1,1,1,2,0,
109	NM_001172687	chr22	+	38004480	38029571	38004867	38028718	17	38004480,38010196,38012928,38014454,38016244,38016819,38017622,38019333,38019558,38020975,38021803,38025468,38026004,38026909,38028002,38028411,38028607,	38004910,38010281,38013004,38014553,38016368,38016920,38017703,38019474,38019640,38021083,38021956,38025533,38026165,38027106,38028172,38028522,38029571,	0	GGA1	cmpl	cmpl	0,1,2,0,0,1,0,0,0,1,1,1,0,2,1,0,0,
973	NM_001113755	chr22	-	50964181	50968514	50964198	50968138	10	50964181,50964429,50964674,50965004,50965593,50966016,50966940,50967564,50967924,50968332,	50964347,50964570,50964905,50965167,50965712,50966146,50967039,50967767,50968160,50968514,	0	TYMP	cmpl	cmpl	1,1,1,0,1,0,0,1,0,-1,
881	NM_004981	chr22	-	38822332	38840033	38822799	38824137	2	38822332,38839975,	38824176,38840033,	0	KCNJ4	cmpl	cmpl	0,-1,
807	NM_005080	chr22	-	29190547	29196560	29191533	29196512	5	29190547,29192034,29193064,29195044,29196285,	29191720,29192180,29193193,29195141,29196560,	0	XBP1	cmpl	cmpl	2,0,0,2,0,
101	NM_001127	chr22	-	29723668	29784572	29724809	29763232	23	29723668,29725700,29726366,29726611,29727437,29727775,29730253,29734978,29735742,29736644,29737489,29738273,29745206,29746023,29747159,29747693,29750638,29752414,29754714,29755812,29758989,29763195,29784412,	29724884,29725709,29726521,29726698,29727522,29727905,29730399,29735122,29735763,29736846,29737749,29738372,29745372,29746139,29747255,29747814,29750860,29752605,29754960,29755948,29759095,29763259,29784572,	0	AP1B1	cmpl	cmpl	0,0,1,1,0,2,0,0,0,2,0,0,2,0,0,2,2,0,0,2,1,0,-1,
904	NM_001098	chr22	+	41865128	41924993	41865150	41924617	18	41865128,41895729,41903794,41907879,41911380,41911770,41913530,41914484,41916174,41918833,41919208,41919833,41920849,41921196,41922265,41923291,41923904,41924482,	41865186,41895866,41904053,41907972,41911539,41911921,41913635,41914576,41916280,41918991,41919282,41919945,41920972,41921352,41922457,41923424,41924026,41924993,	0	ACO2	cmpl	cmpl	0,0,2,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,
