709	CCDS46658.1	chr22	-	16258185	16287885	16258185	16287885	10	16258185,16266928,16268136,16269872,16275206,16277747,16279194,16282144,16282477,16287253,	16258303,16267095,16268181,16269943,16275277,16277885,16279301,16282318,16282592,16287885,	0		cmpl	cmpl	2,0,0,1,2,2,0,0,2,0,
710	CCDS33594.1	chr22	-	16448823	16449804	16448823	16449804	1	16448823,	16449804,	0		cmpl	cmpl	0,
715	CCDS13738.1	chr22	-	17071766	17073440	17071766	17073440	1	17071766,	17073440,	0		cmpl	cmpl	0,
716	CCDS42975.1	chr22	-	17264508	17288963	17264508	17288963	3	17264508,17280660,17288628,	17265299,17280914,17288963,	0		cmpl	cmpl	1,2,0,
718	CCDS42976.1	chr22	-	17443622	17489004	17443622	17489004	10	17443622,17444614,17445655,17446067,17446989,17449187,17450832,17468849,17472762,17488830,	17443766,17444719,17445752,17446158,17447254,17449273,17451083,17469057,17473066,17489004,	0		cmpl	cmpl	0,0,2,1,0,1,2,1,0,0,
719	CCDS13739.1	chr22	+	17565981	17590710	17565981	17590710	13	17565981,17577951,17578686,17579664,17581244,17582885,17583028,17584383,17585615,17586480,17586742,17588616,17589196,	17566119,17577976,17578833,17579777,17581371,17582933,17583192,17584467,17585700,17586492,17586844,17588658,17590710,	0		cmpl	cmpl	0,0,1,1,0,1,1,0,0,1,1,1,1,
719	CCDS54494.1	chr22	-	17600280	17600952	17600280	17600952	1	17600280,	17600952,	0		cmpl	cmpl	0,
719	CCDS13740.1	chr22	-	17600280	17602017	17600280	17602017	1	17600280,	17602017,	0		cmpl	cmpl	0,
719	CCDS33595.1	chr22	-	17618910	17640141	17618910	17640141	8	17618910,17619439,17621948,17623987,17625913,17629337,17630431,17640015,	17619247,17619628,17622123,17624021,17626007,17629450,17630635,17640141,	0		cmpl	cmpl	2,2,1,0,2,0,0,0,
719	CCDS13741.1	chr22	-	17618910	17646134	17618910	17646134	8	17618910,17619439,17621948,17623987,17625913,17629337,17630431,17646098,	17619247,17619628,17622123,17624021,17626007,17629450,17630635,17646134,	0		cmpl	cmpl	2,2,1,0,2,0,0,0,
719	CCDS13743.1	chr22	-	17662372	17680468	17662372	17680468	7	17662372,17662709,17663493,17669228,17670831,17672572,17680438,	17662466,17662912,17663651,17669337,17670922,17672700,17680468,	0		cmpl	cmpl	2,0,1,0,2,0,0,
719	CCDS13742.1	chr22	-	17662372	17690567	17662372	17690567	9	17662372,17662709,17663493,17669228,17670831,17672572,17684452,17687960,17690245,	17662466,17662912,17663651,17669337,17670922,17672700,17684663,17688180,17690567,	0		cmpl	cmpl	2,0,1,0,2,0,2,1,0,
722	CCDS13744.1	chr22	+	18062710	18073002	18062710	18073002	9	18062710,18063802,18064123,18065328,18066181,18069901,18070690,18072355,18072860,	18062730,18063925,18064179,18065419,18066300,18070067,18070845,18072431,18073002,	0		cmpl	cmpl	0,2,2,1,2,1,2,1,2,
90	CCDS42978.1	chr22	-	18075439	18111401	18075439	18111401	8	18075439,18077294,18080959,18082792,18095577,18095976,18102226,18111368,	18075502,18077382,18081054,18082861,18095644,18096086,18102292,18111401,	0		cmpl	cmpl	0,2,0,0,2,0,0,0,
90	CCDS42977.1	chr22	-	18075439	18111401	18075439	18111401	8	18075439,18077294,18080959,18082792,18083857,18095577,18095976,18111368,	18075502,18077382,18081054,18082861,18083947,18095644,18096086,18111401,	0		cmpl	cmpl	0,2,0,0,0,2,0,0,
90	CCDS13745.1	chr22	-	18075439	18111401	18075439	18111401	9	18075439,18077294,18080959,18082792,18083857,18095577,18095976,18102226,18111368,	18075502,18077382,18081054,18082861,18083947,18095644,18096086,18102292,18111401,	0		cmpl	cmpl	0,2,0,0,0,2,0,0,0,
723	CCDS13746.1	chr22	+	18138477	18210300	18138477	18210300	6	18138477,18165979,18171751,18178906,18185008,18209442,	18138598,18166087,18171908,18178976,18185152,18210300,	0		cmpl	cmpl	0,1,1,2,0,0,
90	CCDS13749.1	chr22	-	18218345	18222189	18218345	18222189	3	18218345,18220782,18222114,	18218357,18220995,18222189,	0		cmpl	cmpl	0,0,0,
90	CCDS13748.1	chr22	-	18218345	18232882	18218345	18232882	5	18218345,18220782,18222114,18226568,18232870,	18218357,18220995,18222254,18226779,18232882,	0		cmpl	cmpl	0,0,1,0,0,
90	CCDS13747.1	chr22	-	18218345	18256455	18218345	18256455	6	18218345,18220782,18222114,18226568,18232870,18256375,	18218357,18220995,18222254,18226779,18232940,18256455,	0		cmpl	cmpl	0,0,1,0,2,0,
90	CCDS46659.1	chr22	-	18273497	18389578	18273497	18389578	31	18273497,18273763,18273967,18291609,18293468,18299455,18300076,18304192,18304795,18305712,18310409,18314619,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18273682,18273837,18274067,18291703,18293579,18299550,18301895,18304275,18304936,18305826,18310547,18314873,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389578,	0		cmpl	cmpl	1,2,1,0,0,1,0,1,1,1,1,2,1,0,1,0,0,0,1,2,1,0,2,0,0,1,1,1,1,0,0,
90	CCDS46660.1	chr22	-	18317215	18389578	18317215	18389578	20	18317215,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18317315,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389578,	0		cmpl	cmpl	2,1,0,1,0,0,0,1,2,1,0,2,0,0,1,1,1,1,0,0,
90	CCDS46661.1	chr22	-	18347419	18389578	18347419	18389578	22	18347419,18348689,18354602,18355512,18358212,18362111,18363970,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18347752,18348778,18354789,18355620,18358320,18362168,18364069,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389578,	0		cmpl	cmpl	0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,0,1,1,1,1,0,0,
726	CCDS13750.1	chr22	+	18561142	18570841	18561142	18570841	5	18561142,18562639,18566202,18567877,18570737,	18561372,18562780,18566498,18568024,18570841,	0		cmpl	cmpl	0,2,2,1,1,
90	CCDS13751.1	chr22	+	18593631	18613903	18593631	18613903	5	18593631,18604245,18606922,18609120,18613609,	18593634,18604468,18607071,18609801,18613903,	0		cmpl	cmpl	0,0,1,0,0,
90	CCDS54495.1	chr22	+	18604440	18613903	18604440	18613903	4	18604440,18606922,18609120,18613609,	18604468,18607071,18609801,18613903,	0		cmpl	cmpl	0,1,0,0,
727	CCDS13752.1	chr22	+	18640430	18659584	18640430	18659584	10	18640430,18642938,18644556,18650021,18650656,18652610,18653519,18655916,18656559,18659538,	18640587,18643035,18644702,18650101,18650803,18652706,18653687,18656048,18656609,18659584,	0		cmpl	cmpl	0,1,2,1,0,0,0,0,0,2,
729	CCDS13753.1	chr22	+	18893887	18899202	18893887	18899202	5	18893887,18894077,18897684,18898400,18899052,	18893997,18894238,18897785,18898541,18899202,	0		cmpl	cmpl	0,2,1,0,0,
729	CCDS13754.1	chr22	-	18900687	18923800	18900687	18923800	14	18900687,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923527,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918711,18923800,	0		cmpl	cmpl	1,2,2,0,0,0,2,0,0,1,1,2,0,0,
